country,corr_ip,corr_elec
CAN,0.6053465278487431,-0.09798535773135525
DEU,0.1664870744105125,-0.05979550953901847
FRA,0.30445462887789954,-0.06253237289990951
GBR,0.10500078993334143,-0.050546135603021104
NZL,-0.12772577550385594,7.45606136281252e-05
USA,0.30331169472342906,0.11640342432248943
