country,r2_full,rmse_full,r2_nocovid,r2_precovid
CAN,0.43602883123659397,0.7749172253860814,-0.17979919998310967,-0.2820444232743258
DEU,0.6551035539860706,0.5119639624070489,0.1533518125004396,0.15502952293810557
FRA,0.5715621549104886,0.6679107669043962,0.09795644691065453,0.06311427373006917
GBR,-0.17229510217859767,1.1118963125654804,-1.0224210867117685,-1.2185709174357124
NZL,-0.28739880513403504,1.110921801415419,-0.042051762326299036,-0.2260273486349791
USA,0.2989601090866395,0.6742445303358896,-0.02806202159100324,-0.20691687104437118
