date,ip_index,country,country_code
2019-08-01,101.2433,Japan,JPN
2019-09-01,102.428,Japan,JPN
2019-10-01,98.78288,Japan,JPN
2019-11-01,98.05386,Japan,JPN
2019-12-01,98.41837,Japan,JPN
2020-01-01,98.5095,Japan,JPN
2020-02-01,96.04903,Japan,JPN
2020-03-01,96.14017,Japan,JPN
2020-04-01,87.11848,Japan,JPN
2020-05-01,79.73711,Japan,JPN
2020-06-01,81.92418,Japan,JPN
2020-07-01,86.57172,Japan,JPN
2020-08-01,89.1233,Japan,JPN
2020-09-01,91.03699,Japan,JPN
2020-10-01,95.22888,Japan,JPN
2020-11-01,94.49986,Japan,JPN
2020-12-01,94.40873,Japan,JPN
2021-01-01,96.96032,Japan,JPN
2021-02-01,96.14017,Japan,JPN
2021-03-01,96.77806,Japan,JPN
2021-04-01,98.78288,Japan,JPN
2021-05-01,94.68211,Japan,JPN
2021-06-01,98.87401,Japan,JPN
2021-07-01,97.41596,Japan,JPN
2021-08-01,94.3176,Japan,JPN
2021-09-01,89.57894,Japan,JPN
2021-10-01,93.49745,Japan,JPN
2021-11-01,97.59821,Japan,JPN
2021-12-01,96.32242,Japan,JPN
2022-01-01,95.68452,Japan,JPN
2022-02-01,96.68694,Japan,JPN
2022-03-01,96.04903,Japan,JPN
2022-04-01,95.68452,Japan,JPN
2022-05-01,91.12812,Japan,JPN
2022-06-01,96.14017,Japan,JPN
2022-07-01,96.5958,Japan,JPN
2022-08-01,97.96273,Japan,JPN
2022-09-01,97.14258,Japan,JPN
2022-10-01,96.86919,Japan,JPN
2022-11-01,96.14017,Japan,JPN
2022-12-01,95.86678,Japan,JPN
2023-01-01,92.13053,Japan,JPN
2023-02-01,95.13776,Japan,JPN
2023-03-01,95.13776,Japan,JPN
2023-04-01,95.50227,Japan,JPN
2023-05-01,93.13293,Japan,JPN
2023-06-01,95.50227,Japan,JPN
2023-07-01,94.3176,Japan,JPN
2023-08-01,94.04422,Japan,JPN
2023-09-01,94.13535,Japan,JPN
2023-10-01,95.22888,Japan,JPN
2023-11-01,94.68211,Japan,JPN
2023-12-01,95.5934,Japan,JPN
2024-01-01,89.21443,Japan,JPN
2024-02-01,88.75879,Japan,JPN
2024-03-01,92.31278,Japan,JPN
2010-01-01,89.3426,United States,USA
2010-02-01,89.6779,United States,USA
2010-03-01,90.2928,United States,USA
2010-04-01,90.5991,United States,USA
2010-05-01,91.823,United States,USA
2010-06-01,91.9928,United States,USA
2010-07-01,92.3421,United States,USA
2010-08-01,92.6805,United States,USA
2010-09-01,92.9537,United States,USA
2010-10-01,92.6903,United States,USA
2010-11-01,92.7709,United States,USA
2010-12-01,93.6787,United States,USA
2011-01-01,93.4814,United States,USA
2011-02-01,93.1102,United States,USA
2011-03-01,94.0788,United States,USA
2011-04-01,93.7749,United States,USA
2011-05-01,93.888,United States,USA
2011-06-01,94.172,United States,USA
2011-07-01,94.636,United States,USA
2011-08-01,95.2749,United States,USA
2011-09-01,95.1961,United States,USA
2011-10-01,95.8568,United States,USA
2011-11-01,95.8485,United States,USA
2011-12-01,96.3571,United States,USA
2012-01-01,96.9318,United States,USA
2012-02-01,97.2435,United States,USA
2012-03-01,96.74,United States,USA
2012-04-01,97.4359,United States,USA
2012-05-01,97.6609,United States,USA
2012-06-01,97.6663,United States,USA
2012-07-01,97.8713,United States,USA
2012-08-01,97.4525,United States,USA
2012-09-01,97.381,United States,USA
2012-10-01,97.7193,United States,USA
2012-11-01,98.0777,United States,USA
2012-12-01,98.3101,United States,USA
2013-01-01,98.3342,United States,USA
2013-02-01,98.7941,United States,USA
2013-03-01,99.1921,United States,USA
2013-04-01,99.1065,United States,USA
2013-05-01,99.1839,United States,USA
2013-06-01,99.3897,United States,USA
2013-07-01,99.0814,United States,USA
2013-08-01,99.6543,United States,USA
2013-09-01,100.161,United States,USA
2013-10-01,100.082,United States,USA
2013-11-01,100.3158,United States,USA
2013-12-01,100.5175,United States,USA
2014-01-01,100.1599,United States,USA
2014-02-01,100.9168,United States,USA
2014-03-01,101.8942,United States,USA
2014-04-01,101.9928,United States,USA
2014-05-01,102.3836,United States,USA
2014-06-01,102.735,United States,USA
2014-07-01,102.9632,United States,USA
2014-08-01,102.7688,United States,USA
2014-09-01,103.0641,United States,USA
2014-10-01,103.0764,United States,USA
2014-11-01,103.7126,United States,USA
2014-12-01,103.7044,United States,USA
2015-01-01,102.8905,United States,USA
2015-02-01,102.2335,United States,USA
2015-03-01,101.8914,United States,USA
2015-04-01,101.3355,United States,USA
2015-05-01,100.8883,United States,USA
2015-06-01,100.571,United States,USA
2015-07-01,101.2228,United States,USA
2015-08-01,101.0367,United States,USA
2015-09-01,100.7547,United States,USA
2015-10-01,100.2675,United States,USA
2015-11-01,99.5298,United States,USA
2015-12-01,99.0417,United States,USA
2016-01-01,99.5607,United States,USA
2016-02-01,99.0445,United States,USA
2016-03-01,98.3096,United States,USA
2016-04-01,98.6421,United States,USA
2016-05-01,98.4184,United States,USA
2016-06-01,98.8833,United States,USA
2016-07-01,98.9992,United States,USA
2016-08-01,98.85,United States,USA
2016-09-01,98.7457,United States,USA
2016-10-01,98.7611,United States,USA
2016-11-01,98.3491,United States,USA
2016-12-01,99.0214,United States,USA
2017-01-01,98.7611,United States,USA
2017-02-01,98.3646,United States,USA
2017-03-01,99.0137,United States,USA
2017-04-01,100.0224,United States,USA
2017-05-01,100.1408,United States,USA
2017-06-01,100.3471,United States,USA
2017-07-01,100.1068,United States,USA
2017-08-01,99.6925,United States,USA
2017-09-01,99.7954,United States,USA
2017-10-01,101.0247,United States,USA
2017-11-01,101.2664,United States,USA
2017-12-01,101.4644,United States,USA
2018-01-01,101.4625,United States,USA
2018-02-01,101.7085,United States,USA
2018-03-01,102.2067,United States,USA
2018-04-01,103.3329,United States,USA
2018-05-01,102.4024,United States,USA
2018-06-01,103.198,United States,USA
2018-07-01,103.3646,United States,USA
2018-08-01,104.0327,United States,USA
2018-09-01,104.1004,United States,USA
2018-10-01,103.9856,United States,USA
2018-11-01,104.0681,United States,USA
2018-12-01,104.0936,United States,USA
2019-01-01,103.4021,United States,USA
2019-02-01,102.8371,United States,USA
2019-03-01,102.8757,United States,USA
2019-04-01,102.274,United States,USA
2019-05-01,102.392,United States,USA
2019-06-01,102.4375,United States,USA
2019-07-01,101.9408,United States,USA
2019-08-01,102.639,United States,USA
2019-09-01,102.2917,United States,USA
2019-10-01,101.4281,United States,USA
2019-11-01,101.9372,United States,USA
2019-12-01,101.7003,United States,USA
2020-01-01,101.0338,United States,USA
2020-02-01,101.3735,United States,USA
2020-03-01,97.4078,United States,USA
2020-04-01,84.5619,United States,USA
2020-05-01,85.9604,United States,USA
2020-06-01,91.5934,United States,USA
2020-07-01,95.0256,United States,USA
2020-08-01,95.9549,United States,USA
2020-09-01,95.9669,United States,USA
2020-10-01,96.7394,United States,USA
2020-11-01,97.0816,United States,USA
2020-12-01,98.363,United States,USA
2021-01-01,98.8822,United States,USA
2021-02-01,95.6149,United States,USA
2021-03-01,98.3856,United States,USA
2021-04-01,98.5587,United States,USA
2021-05-01,99.4333,United States,USA
2021-06-01,99.7987,United States,USA
2021-07-01,100.2519,United States,USA
2021-08-01,100.0437,United States,USA
2021-09-01,98.8579,United States,USA
2021-10-01,100.1861,United States,USA
2021-11-01,100.8654,United States,USA
2021-12-01,100.5726,United States,USA
2022-01-01,100.1856,United States,USA
2022-02-01,100.8064,United States,USA
2022-03-01,101.3907,United States,USA
2022-04-01,101.44,United States,USA
2022-05-01,101.3335,United States,USA
2022-06-01,101.018,United States,USA
2022-07-01,101.223,United States,USA
2022-08-01,101.0963,United States,USA
2022-09-01,101.2918,United States,USA
2022-10-01,101.2529,United States,USA
2022-11-01,100.9552,United States,USA
2022-12-01,99.7664,United States,USA
2023-01-01,100.505,United States,USA
2023-02-01,100.6416,United States,USA
2023-03-01,101.0205,United States,USA
2023-04-01,101.253,United States,USA
2023-05-01,100.9286,United States,USA
2023-06-01,100.1196,United States,USA
2023-07-01,100.9067,United States,USA
2023-08-01,100.8393,United States,USA
2023-09-01,101.0211,United States,USA
2023-10-01,100.4689,United States,USA
2023-11-01,100.8639,United States,USA
2023-12-01,100.6031,United States,USA
2024-01-01,99.2223,United States,USA
2024-02-01,100.285,United States,USA
2024-03-01,100.4575,United States,USA
2024-04-01,100.2434,United States,USA
2024-05-01,100.863,United States,USA
2024-06-01,100.894,United States,USA
2024-07-01,99.9757,United States,USA
2024-08-01,100.4309,United States,USA
2024-09-01,99.8084,United States,USA
2024-10-01,99.4695,United States,USA
2024-11-01,99.2925,United States,USA
2024-12-01,100.3273,United States,USA
