iso3,year,region,luminosity_mean,luminosity_sum
RUS,2014,Leningrad,0.6457291903984407,510177.71875
RUS,2014,Lipetsk,0.7220465470742946,135070.359375
RUS,2014,Magadan,0.0080972407414362,37726.6640625
RUS,2014,Mariy-El,0.2320447811424447,45980.6015625
RUS,2014,Mordovia,0.3680444444511003,76800.5703125
RUS,2014,Moscow City,56.221707249584945,507963.125
RUS,2014,Moskva,3.145461610013601,1207221.875
RUS,2014,Murmansk,0.154805106475569,272134.21875
RUS,2014,Nenets,0.2274532776058344,492830.75
RUS,2014,Nizhegorod,0.4789826816490168,299876.6875
RUS,2014,North Ossetia,0.7804404319538071,35311.02734375
RUS,2014,Novgorod,0.1686703313240761,82939.25
RUS,2014,Novosibirsk,0.2241192637013646,322789.5625
RUS,2014,Omsk,0.1493301502732004,173052.140625
RUS,2014,Orel,0.1625390526730611,30366.68359375
RUS,2014,Orenburg,0.5652618445844214,531612.9375
RUS,2014,Penza,0.3428216124403933,113733.8125
RUS,2014,Perm',0.282675641928481,412644.53125
RUS,2014,Primor'ye,0.0775123070502359,82880.421875
RUS,2014,Pskov,0.0723851563854369,34238.61328125
RUS,2014,Rostov,0.2783772036981576,194268.59375
RUS,2014,Ryazan',0.2909410542224083,91731.96875
RUS,2014,Sakha,0.0118676562601199,418875.3125
RUS,2014,Sakhalin,0.1777429659896164,108458.046875
RUS,2014,Samara,1.0475997593513833,434017.4375
RUS,2014,Saratov,0.2509929645918985,189009.75
RUS,2014,Smolensk,0.2090625360532308,83356.578125
RUS,2014,Stavropol',0.2077529170930843,91756.984375
RUS,2014,Sverdlovsk,0.3072825388585727,530390.25
RUS,2014,Tambov,0.1918978248116881,50213.328125
RUS,2014,Tatarstan,1.1694770932280272,657444.9375
RUS,2014,Tomsk,0.2259046230219625,630805.0
RUS,2014,Tula,0.6408036511905296,128399.75
RUS,2014,Tuva,0.0076991459814307,9710.748046875
RUS,2014,Tver',0.1807769638620249,130287.765625
RUS,2014,Tyumen',0.2887040353225447,396440.875
RUS,2014,Udmurt,0.412104975649761,146731.625
RUS,2014,Ul'yanovsk,0.2549798833289094,73966.859375
RUS,2014,Vladimir,0.4564373439664253,110062.5625
RUS,2014,Volgograd,0.1989384861220585,160772.734375
RUS,2014,Vologda,0.1039507683083098,140990.921875
RUS,2014,Voronezh,0.354428764569162,135107.890625
RUS,2014,Yamal-Nenets,0.2520391012697071,2059118.375
RUS,2014,Yaroslavl',0.4781579918493084,149008.375
RUS,2014,Yevrey,0.0377931850781175,9519.9521484375
RUS,2014,Zabaykal'ye,0.0177230752219173,58667.66796875
RUS,2015,Adygey,0.6446747655047231,33918.2734375
RUS,2015,Altay,0.0713801108474396,91411.796875
RUS,2015,Amur,0.0245501755151929,69767.8671875
RUS,2015,Arkhangel'sk,0.0328230464443448,162823.546875
RUS,2015,Astrakhan',0.2990358207876984,94687.8984375
RUS,2015,Bashkortostan,0.38109513880168,436991.125
RUS,2015,Belgorod,0.6602357669219225,137260.375
RUS,2015,Bryansk,0.1494472903987259,39411.4921875
RUS,2015,Buryat,0.0176425894211741,48910.5859375
RUS,2015,Chechnya,1.0710763160342742,103625.5625
RUS,2015,Chelyabinsk,0.6483889300472961,460352.25
RUS,2015,Chukot,0.0024222977990223,20227.189453125
RUS,2015,Chuvash,0.4532471301992866,68366.890625
RUS,2015,City of St. Petersburg,24.703735913443733,466925.3125
RUS,2015,Dagestan,0.3566300259395639,112153.3671875
RUS,2015,Gorno-Altay,0.0121524537236154,8292.931640625
RUS,2015,Ingush,1.2892604313423046,26538.13671875
RUS,2015,Irkutsk,0.2065749737051541,1362444.375
RUS,2015,Ivanovo,0.3126598034266691,63021.5859375
RUS,2015,Kabardin-Balkar,0.3015737667296384,22668.09375
RUS,2015,Kaliningrad,0.6719090052130783,73015.6796875
RUS,2015,Kalmyk,0.0147020384216132,7387.8037109375
RUS,2015,Kaluga,0.6739872073426453,155567.03125
RUS,2015,Kamchatka,0.0073322139302007,30147.189453125
RUS,2015,Karachay-Cherkess,0.2528453299567523,24555.07421875
RUS,2015,Karelia,0.0452221240293134,81621.7734375
RUS,2015,Kemerovo,0.445267062608603,342602.28125
RUS,2015,Khabarovsk,0.0151192356562543,95355.9609375
RUS,2015,Khakass,0.051465271528716,23920.646484375
RUS,2015,Khanty-Mansiy,0.4504363655690583,2364513.0
RUS,2015,Kirov,0.0684124465140105,73051.015625
RUS,2015,Komi,0.1249456770556806,553737.875
RUS,2015,Kostroma,0.093887152071781,50100.34375
RUS,2015,Krasnodar,0.7250714234909195,366984.75
RUS,2015,Krasnoyarsk,0.0331033593371726,935965.375
RUS,2015,Kurgan,0.1008073147598172,60249.5078125
RUS,2015,Kursk,0.190411471795958,44272.76171875
RUS,2015,Leningrad,0.6353510087586067,501978.125
RUS,2015,Lipetsk,0.7786189934301263,145653.140625
RUS,2015,Magadan,0.0098719418703854,45995.3515625
RUS,2015,Mariy-El,0.224756672051788,44536.43359375
RUS,2015,Mordovia,0.3486968334275801,72763.265625
RUS,2015,Moscow City,57.47048284449364,519245.8125
RUS,2015,Moskva,3.18544390538773,1222567.0
RUS,2015,Murmansk,0.1465374196846832,257600.328125
RUS,2015,Nenets,0.228188644175981,494424.09375
RUS,2015,Nizhegorod,0.4679917481272062,292995.59375
RUS,2015,North Ossetia,0.7182533118300365,32497.37109375
RUS,2015,Novgorod,0.1843637290685425,90656.0703125
RUS,2015,Novosibirsk,0.225323930677698,324524.59375
RUS,2015,Omsk,0.1583907696469621,183552.09375
RUS,2015,Orel,0.1575665589020858,29437.6875
RUS,2015,Orenburg,0.6079291834312983,571740.375
RUS,2015,Penza,0.2933440470915547,97319.234375
RUS,2015,Perm',0.2772883398263164,404780.25
RUS,2015,Primor'ye,0.0728337721123586,77877.875
RUS,2015,Pskov,0.0680852142335403,32204.71484375
RUS,2015,Rostov,0.2494934073547597,174111.71875
RUS,2015,Ryazan',0.2392850502229665,75445.140625
RUS,2015,Sakha,0.0111239113992255,392624.4375
RUS,2015,Sakhalin,0.1747859371210234,106653.6796875
RUS,2015,Samara,1.0762190228266195,445874.3125
RUS,2015,Saratov,0.2359796453878106,177704.0
RUS,2015,Smolensk,0.1827559434534857,72867.71875
RUS,2015,Stavropol',0.2188840986870109,96673.2265625
RUS,2015,Sverdlovsk,0.2872025861394719,495730.90625
RUS,2015,Tambov,0.168471565840362,44083.44921875
RUS,2015,Tatarstan,1.176021932867282,661124.25
RUS,2015,Tomsk,0.1805418959686658,504136.34375
RUS,2015,Tula,0.5576580926571943,111739.625
RUS,2015,Tuva,0.0083032031525019,10472.630859375
RUS,2015,Tver',0.1719668148423082,123938.203125
RUS,2015,Tyumen',0.2990629965685339,410665.53125
RUS,2015,Udmurt,0.4088472183994562,145571.6875
RUS,2015,Ul'yanovsk,0.2826847159406251,82003.7265625
RUS,2015,Vladimir,0.4816328783995621,116138.0625
RUS,2015,Volgograd,0.2160422438572894,174595.1875
RUS,2015,Vologda,0.0924210229727557,125352.8515625
RUS,2015,Voronezh,0.3452488480426234,131608.515625
RUS,2015,Yamal-Nenets,0.2483879574341569,2029289.125
RUS,2015,Yaroslavl',0.5270305029201297,164238.515625
RUS,2015,Yevrey,0.0341739536418303,8608.2822265625
RUS,2015,Zabaykal'ye,0.0175378156831132,58054.4140625
RUS,2016,Adygey,0.6855026621272309,36066.3515625
RUS,2016,Altay,0.0682712381133095,87430.46875
RUS,2016,Amur,0.0340085510599089,96647.1328125
RUS,2016,Arkhangel'sk,0.0325589522394961,161513.46875
RUS,2016,Astrakhan',0.3008119183136266,95250.2890625
RUS,2016,Bashkortostan,0.3751177320105487,430137.0
RUS,2016,Belgorod,0.7078597892696348,147161.21875
RUS,2016,Bryansk,0.1691696202576645,44612.56640625
RUS,2016,Buryat,0.01975778359239,54774.54296875
RUS,2016,Chechnya,1.0939045558610423,105834.171875
RUS,2016,Chelyabinsk,0.7502282589712026,532657.5625
RUS,2016,Chukot,0.0021425427698105,17891.119140625
RUS,2016,Chuvash,0.4872975269825906,73502.984375
RUS,2016,City of St. Petersburg,30.989120945981693,585725.375
RUS,2016,Dagestan,0.3698638590248695,116315.15625
RUS,2016,Gorno-Altay,0.0133741686035883,9126.6396484375
RUS,2016,Ingush,1.4608246810325982,30069.615234375
RUS,2016,Irkutsk,0.2645198379961546,1744613.875
RUS,2016,Ivanovo,0.3356261100582439,67650.8125
RUS,2016,Kabardin-Balkar,0.339112166114001,25489.705078125
RUS,2016,Kaliningrad,0.5948688649706908,64643.8046875
RUS,2016,Kalmyk,0.015671395765278,7874.90771484375
RUS,2016,Kaluga,0.8906073994003881,205566.4375
RUS,2016,Kamchatka,0.0078732393331574,32371.673828125
RUS,2016,Karachay-Cherkess,0.2777778559890336,26976.396484375
RUS,2016,Karelia,0.0466020290230859,84112.375
RUS,2016,Kemerovo,0.4878335419290359,375354.25
RUS,2016,Khabarovsk,0.0165084069725682,104117.3671875
RUS,2016,Khakass,0.0547244326830603,25435.478515625
RUS,2016,Khanty-Mansiy,0.4636193434542688,2433715.5
RUS,2016,Kirov,0.0813802455251577,86898.0703125
RUS,2016,Komi,0.1197199000683465,530578.125
RUS,2016,Kostroma,0.0977904666543608,52183.2421875
RUS,2016,Krasnodar,0.7650714185515356,387230.1875
RUS,2016,Krasnoyarsk,0.0309379313808466,874740.0
RUS,2016,Kurgan,0.0941683302449512,56281.5859375
RUS,2016,Kursk,0.2166317870444839,50369.2734375
RUS,2016,Leningrad,0.7105825517669097,561417.0625
RUS,2016,Lipetsk,1.1175604465803513,209057.5625
RUS,2016,Magadan,0.0092199564504099,42957.62109375
RUS,2016,Mariy-El,0.2332071898624302,46210.9375
RUS,2016,Mordovia,0.4731961598225924,98742.7890625
RUS,2016,Moscow City,62.5762935805202,565376.8125
RUS,2016,Moskva,4.006571816424265,1537714.25
RUS,2016,Murmansk,0.1538463357158907,270448.78125
RUS,2016,Nenets,0.2491952173178618,539939.75
RUS,2016,Nizhegorod,0.476439884917022,298284.71875
RUS,2016,North Ossetia,0.8132858257818544,36797.1171875
RUS,2016,Novgorod,0.2232811082792379,109792.6796875
RUS,2016,Novosibirsk,0.2412251615682745,347426.46875
RUS,2016,Omsk,0.1297005004288712,150304.203125
RUS,2016,Orel,0.1780046053635181,33256.06640625
RUS,2016,Orenburg,0.6166497381102255,579941.8125
RUS,2016,Penza,0.2390475276783076,79305.9296875
RUS,2016,Perm',0.2772716207088597,404755.84375
RUS,2016,Primor'ye,0.0930613268701105,99506.2890625
RUS,2016,Pskov,0.0701933732738062,33201.88671875
RUS,2016,Rostov,0.2606296015610558,181883.234375
RUS,2016,Ryazan',0.2596086162835322,81853.0390625
RUS,2016,Sakha,0.0105866922895466,373663.0
RUS,2016,Sakhalin,0.198430926804666,121081.7578125
RUS,2016,Samara,1.0549544620163795,437064.46875
RUS,2016,Saratov,0.230683522995878,173715.765625
RUS,2016,Smolensk,0.2196088114723261,87561.546875
RUS,2016,Stavropol',0.2532365879378894,111845.484375
RUS,2016,Sverdlovsk,0.2979556811815532,514291.46875
RUS,2016,Tambov,0.1610205850852419,42133.7734375
RUS,2016,Tatarstan,1.3089583666862337,735857.125
